,State,StateFIPS,CountyFIPS,AreaName,All_Poverty,M_Poverty,F_Poverty
95,GA,13,169,"Jones County, Georgia",4770,2119,2651
96,GA,13,171,"Lamar County, Georgia",3713,1794,1919
97,GA,13,173,"Lanier County, Georgia",2675,1226,1449
98,GA,13,175,"Laurens County, Georgia",12823,5604,7219
99,GA,13,177,"Lee County, Georgia",3417,1356,2061
100,GA,13,179,"Liberty County, Georgia",11047,4963,6084
101,GA,13,181,"Lincoln County, Georgia",1912,799,1113
102,GA,13,183,"Long County, Georgia",2936,1244,1692
103,GA,13,185,"Lowndes County, Georgia",28907,13270,15637
104,GA,13,187,"Lumpkin County, Georgia",5559,2398,3161
105,GA,13,189,"McDuffie County, Georgia",5410,2397,3013
106,GA,13,191,"McIntosh County, Georgia",2956,1296,1660
107,GA,13,193,"Macon County, Georgia",3639,1541,2098
108,GA,13,195,"Madison County, Georgia",4798,2176,2622
109,GA,13,197,"Marion County, Georgia",1836,640,1196
110,GA,13,199,"Meriwether County, Georgia",4733,2135,2598
111,GA,13,201,"Miller County, Georgia",1608,648,960
112,GA,13,205,"Mitchell County, Georgia",5905,2385,3520
113,GA,13,207,"Monroe County, Georgia",3492,1480,2012
114,GA,13,209,"Montgomery County, Georgia",2076,979,1097
115,GA,13,211,"Morgan County, Georgia",2529,1047,1482
116,GA,13,213,"Murray County, Georgia",7765,3685,4080
117,GA,13,215,"Muscogee County, Georgia",38921,16697,22224
118,GA,13,217,"Newton County, Georgia",17281,7478,9803
119,GA,13,219,"Oconee County, Georgia",2487,1084,1403
120,GA,13,221,"Oglethorpe County, Georgia",2316,1054,1262
121,GA,13,223,"Paulding County, Georgia",18445,7439,11006
122,GA,13,225,"Peach County, Georgia",5471,2439,3032
123,GA,13,227,"Pickens County, Georgia",3418,1479,1939
124,GA,13,229,"Pierce County, Georgia",4455,2269,2186
125,GA,13,231,"Pike County, Georgia",2132,1008,1124
126,GA,13,233,"Polk County, Georgia",8767,3831,4936
127,GA,13,235,"Pulaski County, Georgia",1929,655,1274
128,GA,13,237,"Putnam County, Georgia",3446,1912,1534
129,GA,13,239,"Quitman County, Georgia",558,208,350
130,GA,13,241,"Rabun County, Georgia",3458,1544,1914
131,GA,13,243,"Randolph County, Georgia",2145,1079,1066
132,GA,13,245,"Richmond County, Georgia",48498,20943,27555
133,GA,13,247,"Rockdale County, Georgia",14155,6535,7620
134,GA,13,249,"Schley County, Georgia",1187,512,675
135,GA,13,251,"Screven County, Georgia",3482,1551,1931
136,GA,13,253,"Seminole County, Georgia",1595,594,1001
137,GA,13,255,"Spalding County, Georgia",14238,5975,8263
138,GA,13,257,"Stephens County, Georgia",4707,2468,2239
139,GA,13,259,"Stewart County, Georgia",1645,693,952
140,GA,13,261,"Sumter County, Georgia",9741,4124,5617
141,GA,13,263,"Talbot County, Georgia",1291,630,661
142,GA,13,265,"Taliaferro County, Georgia",511,195,316
143,GA,13,267,"Tattnall County, Georgia",5646,2173,3473
144,GA,13,269,"Taylor County, Georgia",2351,1041,1310
145,GA,13,271,"Telfair County, Georgia",3565,1401,2164
146,GA,13,273,"Terrell County, Georgia",3216,1329,1887
147,GA,13,275,"Thomas County, Georgia",10335,4943,5392
148,GA,13,277,"Tift County, Georgia",11372,4841,6531
149,GA,13,279,"Toombs County, Georgia",6674,2769,3905
150,GA,13,281,"Towns County, Georgia",1862,817,1045
151,GA,13,283,"Treutlen County, Georgia",1242,491,751
152,GA,13,285,"Troup County, Georgia",14388,5631,8757
153,GA,13,287,"Turner County, Georgia",2027,1067,960
154,GA,13,289,"Twiggs County, Georgia",2324,976,1348
155,GA,13,291,"Union County, Georgia",2860,1353,1507
156,GA,13,293,"Upson County, Georgia",6137,2988,3149
157,GA,13,295,"Walker County, Georgia",11818,5435,6383
158,GA,13,297,"Walton County, Georgia",11801,4642,7159
159,GA,13,299,"Ware County, Georgia",9686,3807,5879
160,GA,13,301,"Warren County, Georgia",1485,619,866
161,GA,13,303,"Washington County, Georgia",4961,2052,2909
162,GA,13,305,"Wayne County, Georgia",5633,2316,3317
163,GA,13,307,"Webster County, Georgia",608,222,386
164,GA,13,309,"Wheeler County, Georgia",1177,404,773
165,GA,13,311,"White County, Georgia",5195,2364,2831
166,GA,13,313,"Whitfield County, Georgia",19270,8532,10738
167,GA,13,315,"Wilcox County, Georgia",1599,675,924
168,GA,13,317,"Wilkes County, Georgia",2795,1122,1673
169,GA,13,319,"Wilkinson County, Georgia",1640,661,979
170,GA,13,321,"Worth County, Georgia",4445,1961,2484
11,HI,15,001,"Hawaii County, Hawaii",36756,17957,18799
12,HI,15,003,"Honolulu County, Hawaii",92404,41559,50845
13,HI,15,005,"Kalawao County, Hawaii",12,5,7
14,HI,15,007,"Kauai County, Hawaii",7384,3291,4093
15,HI,15,009,"Maui County, Hawaii",17388,7899,9489
12,IA,19,001,"Adair County, Iowa",764,274,490
13,IA,19,003,"Adams County, Iowa",388,177,211
14,IA,19,005,"Allamakee County, Iowa",1491,620,871
15,IA,19,007,"Appanoose County, Iowa",1719,749,970
16,IA,19,009,"Audubon County, Iowa",552,204,348
17,IA,19,011,"Benton County, Iowa",2440,1215,1225
18,IA,19,013,"Black Hawk County, Iowa",19887,8889,10998
19,IA,19,015,"Boone County, Iowa",2588,1093,1495
20,IA,19,017,"Bremer County, Iowa",1894,671,1223
21,IA,19,019,"Buchanan County, Iowa",1970,843,1127
22,IA,19,021,"Buena Vista County, Iowa",2452,1068,1384
23,IA,19,023,"Butler County, Iowa",1322,533,789
24,IA,19,025,"Calhoun County, Iowa",1384,658,726
25,IA,19,027,"Carroll County, Iowa",2047,675,1372
26,IA,19,029,"Cass County, Iowa",1855,888,967
27,IA,19,031,"Cedar County, Iowa",1393,615,778
28,IA,19,033,"Cerro Gordo County, Iowa",5665,2333,3332
29,IA,19,035,"Cherokee County, Iowa",1281,565,716
30,IA,19,037,"Chickasaw County, Iowa",1067,493,574
31,IA,19,039,"Clarke County, Iowa",1493,658,835
32,IA,19,041,"Clay County, Iowa",1848,727,1121
33,IA,19,043,"Clayton County, Iowa",1941,799,1142
34,IA,19,045,"Clinton County, Iowa",6608,2840,3768
35,IA,19,047,"Crawford County, Iowa",3367,1594,1773
36,IA,19,049,"Dallas County, Iowa",4796,2038,2758
37,IA,19,051,"Davis County, Iowa",1657,662,995
38,IA,19,053,"Decatur County, Iowa",1541,722,819
39,IA,19,055,"Delaware County, Iowa",1717,855,862
40,IA,19,057,"Des Moines County, Iowa",6010,2095,3915
41,IA,19,059,"Dickinson County, Iowa",1100,433,667
42,IA,19,061,"Dubuque County, Iowa",11189,4826,6363
43,IA,19,063,"Emmet County, Iowa",1250,524,726
44,IA,19,065,"Fayette County, Iowa",2550,1189,1361
45,IA,19,067,"Floyd County, Iowa",1957,836,1121
46,IA,19,069,"Franklin County, Iowa",1372,651,721
47,IA,19,071,"Fremont County, Iowa",757,372,385
48,IA,19,073,"Greene County, Iowa",1135,460,675
49,IA,19,075,"Grundy County, Iowa",757,288,469
50,IA,19,077,"Guthrie County, Iowa",1199,515,684
51,IA,19,079,"Hamilton County, Iowa",1712,700,1012
52,IA,19,081,"Hancock County, Iowa",924,413,511
53,IA,19,083,"Hardin County, Iowa",1454,584,870
54,IA,19,085,"Harrison County, Iowa",1398,633,765
55,IA,19,087,"Henry County, Iowa",2695,1303,1392
56,IA,19,089,"Howard County, Iowa",1081,472,609
57,IA,19,091,"Humboldt County, Iowa",1155,447,708
58,IA,19,093,"Ida County, Iowa",809,395,414
59,IA,19,095,"Iowa County, Iowa",1391,615,776
60,IA,19,097,"Jackson County, Iowa",2343,899,1444
61,IA,19,099,"Jasper County, Iowa",3342,1456,1886
62,IA,19,101,"Jefferson County, Iowa",2311,1294,1017
63,IA,19,103,"Johnson County, Iowa",23537,11609,11928
64,IA,19,105,"Jones County, Iowa",1950,828,1122
65,IA,19,107,"Keokuk County, Iowa",1374,613,761
66,IA,19,109,"Kossuth County, Iowa",1357,532,825
67,IA,19,111,"Lee County, Iowa",5791,2606,3185
68,IA,19,113,"Linn County, Iowa",20747,9853,10894
69,IA,19,115,"Louisa County, Iowa",1357,589,768
70,IA,19,117,"Lucas County, Iowa",1126,596,530
71,IA,19,119,"Lyon County, Iowa",843,404,439
72,IA,19,121,"Madison County, Iowa",1164,567,597
73,IA,19,123,"Mahaska County, Iowa",3206,1330,1876
74,IA,19,125,"Marion County, Iowa",3124,1459,1665
75,IA,19,127,"Marshall County, Iowa",4429,2268,2161
76,IA,19,129,"Mills County, Iowa",1300,667,633
77,IA,19,131,"Mitchell County, Iowa",1005,476,529
78,IA,19,133,"Monona County, Iowa",1233,529,704
79,IA,19,135,"Monroe County, Iowa",944,348,596
80,IA,19,137,"Montgomery County, Iowa",1717,715,1002
81,IA,19,139,"Muscatine County, Iowa",5219,2406,2813
82,IA,19,141,"O'Brien County, Iowa",1013,473,540
83,IA,19,143,"Osceola County, Iowa",521,192,329
84,IA,19,145,"Page County, Iowa",2262,1116,1146
85,IA,19,147,"Palo Alto County, Iowa",948,421,527
86,IA,19,149,"Plymouth County, Iowa",1907,817,1090
87,IA,19,151,"Pocahontas County, Iowa",987,458,529
88,IA,19,153,"Polk County, Iowa",57143,25452,31691
89,IA,19,155,"Pottawattamie County, Iowa",11779,5050,6729
90,IA,19,157,"Poweshiek County, Iowa",1767,731,1036
91,IA,19,159,"Ringgold County, Iowa",514,206,308
92,IA,19,161,"Sac County, Iowa",805,304,501
93,IA,19,163,"Scott County, Iowa",20229,8767,11462
94,IA,19,165,"Shelby County, Iowa",1307,600,707
95,IA,19,167,"Sioux County, Iowa",2663,1099,1564
96,IA,19,169,"Story County, Iowa",19109,10045,9064
97,IA,19,171,"Tama County, Iowa",1919,903,1016
98,IA,19,173,"Taylor County, Iowa",860,386,474
99,IA,19,175,"Union County, Iowa",1676,669,1007
100,IA,19,177,"Van Buren County, Iowa",1095,545,550
101,IA,19,179,"Wapello County, Iowa",6399,3090,3309
102,IA,19,181,"Warren County, Iowa",3124,1413,1711
103,IA,19,183,"Washington County, Iowa",2013,883,1130
104,IA,19,185,"Wayne County, Iowa",834,372,462
105,IA,19,187,"Webster County, Iowa",5210,2122,3088
106,IA,19,189,"Winnebago County, Iowa",995,465,530
107,IA,19,191,"Winneshiek County, Iowa",1507,676,831
108,IA,19,193,"Woodbury County, Iowa",14557,6122,8435
109,IA,19,195,"Worth County, Iowa",887,389,498
110,IA,19,197,"Wright County, Iowa",1412,649,763
12,ID,16,001,"Ada County, Idaho",50551,24218,26333
13,ID,16,003,"Adams County, Idaho",495,261,234
14,ID,16,005,"Bannock County, Idaho",15288,7053,8235
15,ID,16,007,"Bear Lake County, Idaho",759,352,407
16,ID,16,009,"Benewah County, Idaho",1490,695,795
17,ID,16,011,"Bingham County, Idaho",6093,2801,3292
18,ID,16,013,"Blaine County, Idaho",2218,989,1229
19,ID,16,015,"Boise County, Idaho",991,490,501
20,ID,16,017,"Bonner County, Idaho",6145,2946,3199
21,ID,16,019,"Bonneville County, Idaho",14025,6101,7924
22,ID,16,021,"Boundary County, Idaho",1647,774,873
23,ID,16,023,"Butte County, Idaho",460,241,219
24,ID,16,025,"Camas County, Idaho",229,101,128
25,ID,16,027,"Canyon County, Idaho",37945,17283,20662
26,ID,16,029,"Caribou County, Idaho",551,215,336
27,ID,16,031,"Cassia County, Idaho",3645,1616,2029
28,ID,16,033,"Clark County, Idaho",163,98,65
29,ID,16,035,"Clearwater County, Idaho",985,423,562
30,ID,16,037,"Custer County, Idaho",806,397,409
31,ID,16,039,"Elmore County, Idaho",4046,1773,2273
32,ID,16,041,"Franklin County, Idaho",1696,773,923
33,ID,16,043,"Fremont County, Idaho",1266,601,665
34,ID,16,045,"Gem County, Idaho",2980,1404,1576
35,ID,16,047,"Gooding County, Idaho",2911,1593,1318
36,ID,16,049,"Idaho County, Idaho",2528,1219,1309
37,ID,16,051,"Jefferson County, Idaho",3492,1558,1934
38,ID,16,053,"Jerome County, Idaho",3676,1577,2099
39,ID,16,055,"Kootenai County, Idaho",18634,8293,10341
40,ID,16,057,"Latah County, Idaho",7597,3909,3688
41,ID,16,059,"Lemhi County, Idaho",1430,657,773
42,ID,16,061,"Lewis County, Idaho",652,251,401
43,ID,16,063,"Lincoln County, Idaho",709,341,368
44,ID,16,065,"Madison County, Idaho",13232,6357,6875
45,ID,16,067,"Minidoka County, Idaho",3501,1562,1939
46,ID,16,069,"Nez Perce County, Idaho",4581,2166,2415
47,ID,16,071,"Oneida County, Idaho",615,292,323
48,ID,16,073,"Owyhee County, Idaho",3091,1580,1511
49,ID,16,075,"Payette County, Idaho",4152,1963,2189
50,ID,16,077,"Power County, Idaho",1034,353,681
51,ID,16,079,"Shoshone County, Idaho",2108,1006,1102
52,ID,16,081,"Teton County, Idaho",1110,441,669
53,ID,16,083,"Twin Falls County, Idaho",12418,5566,6852
54,ID,16,085,"Valley County, Idaho",1434,857,577
55,ID,16,087,"Washington County, Idaho",1798,886,912
12,IL,17,001,"Adams County, Illinois",9433,4259,5174
13,IL,17,003,"Alexander County, Illinois",2424,1018,1406
14,IL,17,005,"Bond County, Illinois",2593,1121,1472
15,IL,17,007,"Boone County, Illinois",5841,2237,3604
16,IL,17,009,"Brown County, Illinois",565,305,260
17,IL,17,011,"Bureau County, Illinois",4191,1800,2391
18,IL,17,013,"Calhoun County, Illinois",606,294,312
19,IL,17,015,"Carroll County, Illinois",1843,894,949
20,IL,17,017,"Cass County, Illinois",1688,775,913
21,IL,17,019,"Champaign County, Illinois",43284,21117,22167
22,IL,17,021,"Christian County, Illinois",4714,1953,2761
23,IL,17,023,"Clark County, Illinois",2360,995,1365
24,IL,17,025,"Clay County, Illinois",1839,719,1120
25,IL,17,027,"Clinton County, Illinois",3193,1251,1942
26,IL,17,029,"Coles County, Illinois",10951,4833,6118
27,IL,17,031,"Cook County, Illinois",879499,392713,486786
28,IL,17,033,"Crawford County, Illinois",2310,1127,1183
29,IL,17,035,"Cumberland County, Illinois",1700,755,945
30,IL,17,037,"DeKalb County, Illinois",18336,7881,10455
31,IL,17,039,"De Witt County, Illinois",2073,936,1137
32,IL,17,041,"Douglas County, Illinois",2019,829,1190
33,IL,17,043,"DuPage County, Illinois",67941,30099,37842
34,IL,17,045,"Edgar County, Illinois",2999,1370,1629
35,IL,17,047,"Edwards County, Illinois",851,364,487
36,IL,17,049,"Effingham County, Illinois",3557,1758,1799
37,IL,17,051,"Fayette County, Illinois",3644,1651,1993
38,IL,17,053,"Ford County, Illinois",1790,792,998
39,IL,17,055,"Franklin County, Illinois",7191,3279,3912
40,IL,17,057,"Fulton County, Illinois",4838,2193,2645
41,IL,17,059,"Gallatin County, Illinois",837,375,462
42,IL,17,061,"Greene County, Illinois",2231,994,1237
43,IL,17,063,"Grundy County, Illinois",4531,1897,2634
44,IL,17,065,"Hamilton County, Illinois",1211,565,646
45,IL,17,067,"Hancock County, Illinois",2159,950,1209
46,IL,17,069,"Hardin County, Illinois",864,355,509
47,IL,17,071,"Henderson County, Illinois",692,230,462
48,IL,17,073,"Henry County, Illinois",5256,2166,3090
49,IL,17,075,"Iroquois County, Illinois",4735,2010,2725
50,IL,17,077,"Jackson County, Illinois",16853,8533,8320
51,IL,17,079,"Jasper County, Illinois",881,319,562
52,IL,17,081,"Jefferson County, Illinois",6179,2740,3439
53,IL,17,083,"Jersey County, Illinois",1590,559,1031
54,IL,17,085,"Jo Daviess County, Illinois",2032,849,1183
55,IL,17,087,"Johnson County, Illinois",1589,761,828
56,IL,17,089,"Kane County, Illinois",59033,26663,32370
57,IL,17,091,"Kankakee County, Illinois",17365,7945,9420
58,IL,17,093,"Kendall County, Illinois",6616,2622,3994
59,IL,17,095,"Knox County, Illinois",9013,4050,4963
60,IL,17,097,"Lake County, Illinois",65728,30540,35188
61,IL,17,099,"LaSalle County, Illinois",14386,6252,8134
62,IL,17,101,"Lawrence County, Illinois",1509,549,960
63,IL,17,103,"Lee County, Illinois",3555,1680,1875
64,IL,17,105,"Livingston County, Illinois",3897,1699,2198
65,IL,17,107,"Logan County, Illinois",3303,1336,1967
66,IL,17,109,"McDonough County, Illinois",6394,2743,3651
67,IL,17,111,"McHenry County, Illinois",24037,11663,12374
68,IL,17,113,"McLean County, Illinois",23795,10918,12877
69,IL,17,115,"Macon County, Illinois",19411,8246,11165
70,IL,17,117,"Macoupin County, Illinois",5729,2375,3354
71,IL,17,119,"Madison County, Illinois",34818,15421,19397
72,IL,17,121,"Marion County, Illinois",6965,3100,3865
73,IL,17,123,"Marshall County, Illinois",1201,439,762
74,IL,17,125,"Mason County, Illinois",2095,919,1176
75,IL,17,127,"Massac County, Illinois",2705,1251,1454
76,IL,17,129,"Menard County, Illinois",1404,603,801
77,IL,17,131,"Mercer County, Illinois",1498,616,882
78,IL,17,133,"Monroe County, Illinois",1667,529,1138
79,IL,17,135,"Montgomery County, Illinois",3503,1170,2333
80,IL,17,137,"Morgan County, Illinois",4580,2222,2358
81,IL,17,139,"Moultrie County, Illinois",1929,1000,929
82,IL,17,141,"Ogle County, Illinois",5477,2460,3017
83,IL,17,143,"Peoria County, Illinois",31194,13602,17592
84,IL,17,145,"Perry County, Illinois",3380,1383,1997
85,IL,17,147,"Piatt County, Illinois",1019,398,621
86,IL,17,149,"Pike County, Illinois",2133,1011,1122
87,IL,17,151,"Pope County, Illinois",615,247,368
88,IL,17,153,"Pulaski County, Illinois",1178,529,649
89,IL,17,155,"Putnam County, Illinois",691,304,387
90,IL,17,157,"Randolph County, Illinois",3816,1716,2100
91,IL,17,159,"Richland County, Illinois",2382,1001,1381
92,IL,17,161,"Rock Island County, Illinois",21223,9137,12086
93,IL,17,163,"St. Clair County, Illinois",47946,20261,27685
94,IL,17,165,"Saline County, Illinois",5534,2362,3172
95,IL,17,167,"Sangamon County, Illinois",30297,13769,16528
96,IL,17,169,"Schuyler County, Illinois",1382,885,497
97,IL,17,171,"Scott County, Illinois",712,332,380
98,IL,17,173,"Shelby County, Illinois",2449,1159,1290
99,IL,17,175,"Stark County, Illinois",684,271,413
100,IL,17,177,"Stephenson County, Illinois",6849,2985,3864
101,IL,17,179,"Tazewell County, Illinois",11559,4787,6772
102,IL,17,181,"Union County, Illinois",2971,1495,1476
103,IL,17,183,"Vermilion County, Illinois",14571,6430,8141
104,IL,17,185,"Wabash County, Illinois",1447,617,830
105,IL,17,187,"Warren County, Illinois",2464,992,1472
106,IL,17,189,"Washington County, Illinois",1834,861,973
107,IL,17,191,"Wayne County, Illinois",2385,1052,1333
108,IL,17,193,"White County, Illinois",1916,825,1091
109,IL,17,195,"Whiteside County, Illinois",6740,2999,3741
110,IL,17,197,"Will County, Illinois",53482,22781,30701
111,IL,17,199,"Williamson County, Illinois",9783,4284,5499
112,IL,17,201,"Winnebago County, Illinois",47851,21483,26368
113,IL,17,203,"Woodford County, Illinois",3105,1461,1644
12,IN,18,001,"Adams County, Indiana",5529,2596,2933
13,IN,18,003,"Allen County, Indiana",56542,25163,31379
14,IN,18,005,"Bartholomew County, Indiana",10027,4645,5382
15,IN,18,007,"Benton County, Indiana",1181,512,669
16,IN,18,009,"Blackford County, Indiana",1700,664,1036
17,IN,18,011,"Boone County, Indiana",3498,1551,1947
18,IN,18,013,"Brown County, Indiana",1865,959,906
19,IN,18,015,"Carroll County, Indiana",2149,895,1254
20,IN,18,017,"Cass County, Indiana",5884,2717,3167
21,IN,18,019,"Clark County, Indiana",12009,5616,6393
22,IN,18,021,"Clay County, Indiana",3807,1695,2112
23,IN,18,023,"Clinton County, Indiana",4504,2018,2486
24,IN,18,025,"Crawford County, Indiana",2166,975,1191
25,IN,18,027,"Daviess County, Indiana",4192,1934,2258
26,IN,18,029,"Dearborn County, Indiana",4553,1982,2571
27,IN,18,031,"Decatur County, Indiana",3647,1518,2129
28,IN,18,033,"DeKalb County, Indiana",6107,2741,3366
29,IN,18,035,"Delaware County, Indiana",24209,10795,13414
30,IN,18,037,"Dubois County, Indiana",4071,1772,2299
31,IN,18,039,"Elkhart County, Indiana",31601,12817,18784
32,IN,18,041,"Fayette County, Indiana",4806,2129,2677
33,IN,18,043,"Floyd County, Indiana",9530,4041,5489
34,IN,18,045,"Fountain County, Indiana",1992,870,1122
35,IN,18,047,"Franklin County, Indiana",2413,1094,1319
36,IN,18,049,"Fulton County, Indiana",3011,1441,1570
37,IN,18,051,"Gibson County, Indiana",3675,1611,2064
38,IN,18,053,"Grant County, Indiana",11829,5068,6761
39,IN,18,055,"Greene County, Indiana",4398,1869,2529
40,IN,18,057,"Hamilton County, Indiana",13889,5730,8159
41,IN,18,059,"Hancock County, Indiana",4583,1738,2845
42,IN,18,061,"Harrison County, Indiana",5392,2399,2993
43,IN,18,063,"Hendricks County, Indiana",7514,2643,4871
44,IN,18,065,"Henry County, Indiana",7465,3105,4360
45,IN,18,067,"Howard County, Indiana",14445,6520,7925
46,IN,18,069,"Huntington County, Indiana",4241,1829,2412
47,IN,18,071,"Jackson County, Indiana",6297,2608,3689
48,IN,18,073,"Jasper County, Indiana",2710,1252,1458
49,IN,18,075,"Jay County, Indiana",3400,1570,1830
50,IN,18,077,"Jefferson County, Indiana",4343,1949,2394
51,IN,18,079,"Jennings County, Indiana",4390,2189,2201
52,IN,18,081,"Johnson County, Indiana",14205,6368,7837
53,IN,18,083,"Knox County, Indiana",5630,2479,3151
54,IN,18,085,"Kosciusko County, Indiana",8645,3964,4681
55,IN,18,087,"LaGrange County, Indiana",4909,2157,2752
56,IN,18,089,"Lake County, Indiana",87203,37304,49899
57,IN,18,091,"LaPorte County, Indiana",17792,7191,10601
58,IN,18,093,"Lawrence County, Indiana",5850,2758,3092
59,IN,18,095,"Madison County, Indiana",21089,9753,11336
60,IN,18,097,"Marion County, Indiana",191309,86399,104910
61,IN,18,099,"Marshall County, Indiana",5594,2265,3329
62,IN,18,101,"Martin County, Indiana",1320,532,788
63,IN,18,103,"Miami County, Indiana",5174,2271,2903
64,IN,18,105,"Monroe County, Indiana",31707,15337,16370
65,IN,18,107,"Montgomery County, Indiana",5153,2408,2745
66,IN,18,109,"Morgan County, Indiana",8237,3406,4831
67,IN,18,111,"Newton County, Indiana",1892,703,1189
68,IN,18,113,"Noble County, Indiana",5665,2582,3083
69,IN,18,115,"Ohio County, Indiana",470,219,251
70,IN,18,117,"Orange County, Indiana",3403,1562,1841
71,IN,18,119,"Owen County, Indiana",3172,1535,1637
72,IN,18,121,"Parke County, Indiana",2486,1103,1383
73,IN,18,123,"Perry County, Indiana",2276,1020,1256
74,IN,18,125,"Pike County, Indiana",1243,579,664
75,IN,18,127,"Porter County, Indiana",18850,8093,10757
76,IN,18,129,"Posey County, Indiana",2801,1480,1321
77,IN,18,131,"Pulaski County, Indiana",1808,707,1101
78,IN,18,133,"Putnam County, Indiana",3245,1391,1854
79,IN,18,135,"Randolph County, Indiana",4522,1782,2740
80,IN,18,137,"Ripley County, Indiana",2403,1042,1361
81,IN,18,139,"Rush County, Indiana",2946,1189,1757
82,IN,18,141,"St. Joseph County, Indiana",45532,19992,25540
83,IN,18,143,"Scott County, Indiana",4148,1896,2252
84,IN,18,145,"Shelby County, Indiana",5302,2258,3044
85,IN,18,147,"Spencer County, Indiana",2213,906,1307
86,IN,18,149,"Starke County, Indiana",3682,1634,2048
87,IN,18,151,"Steuben County, Indiana",3542,1577,1965
88,IN,18,153,"Sullivan County, Indiana",3534,1469,2065
89,IN,18,155,"Switzerland County, Indiana",2022,1025,997
90,IN,18,157,"Tippecanoe County, Indiana",36902,18433,18469
91,IN,18,159,"Tipton County, Indiana",1529,732,797
92,IN,18,161,"Union County, Indiana",754,372,382
93,IN,18,163,"Vanderburgh County, Indiana",28870,12815,16055
94,IN,18,165,"Vermillion County, Indiana",1996,896,1100
95,IN,18,167,"Vigo County, Indiana",20245,9199,11046
96,IN,18,169,"Wabash County, Indiana",4373,1771,2602
97,IN,18,171,"Warren County, Indiana",740,297,443
98,IN,18,173,"Warrick County, Indiana",5926,2551,3375
99,IN,18,175,"Washington County, Indiana",4190,1900,2290
100,IN,18,177,"Wayne County, Indiana",13732,6012,7720
101,IN,18,179,"Wells County, Indiana",3306,1449,1857
102,IN,18,181,"White County, Indiana",2309,1029,1280
103,IN,18,183,"Whitley County, Indiana",2633,1208,1425
12,KS,20,001,"Allen County, Kansas",2257,957,1300
13,KS,20,003,"Anderson County, Kansas",1362,668,694
14,KS,20,005,"Atchison County, Kansas",2970,1310,1660
15,KS,20,007,"Barber County, Kansas",511,245,266
16,KS,20,009,"Barton County, Kansas",4261,1840,2421
17,KS,20,011,"Bourbon County, Kansas",2757,1175,1582
18,KS,20,013,"Brown County, Kansas",1598,669,929
19,KS,20,015,"Butler County, Kansas",6620,2830,3790
20,KS,20,017,"Chase County, Kansas",360,164,196
21,KS,20,019,"Chautauqua County, Kansas",579,261,318
22,KS,20,021,"Cherokee County, Kansas",3511,1673,1838
23,KS,20,023,"Cheyenne County, Kansas",214,93,121
24,KS,20,025,"Clark County, Kansas",311,128,183
25,KS,20,027,"Clay County, Kansas",942,368,574
26,KS,20,029,"Cloud County, Kansas",1202,623,579
27,KS,20,031,"Coffey County, Kansas",833,425,408
28,KS,20,033,"Comanche County, Kansas",140,40,100
29,KS,20,035,"Cowley County, Kansas",5971,2742,3229
30,KS,20,037,"Crawford County, Kansas",8219,4161,4058
31,KS,20,039,"Decatur County, Kansas",316,108,208
32,KS,20,041,"Dickinson County, Kansas",2005,735,1270
33,KS,20,043,"Doniphan County, Kansas",892,444,448
34,KS,20,045,"Douglas County, Kansas",20137,10447,9690
35,KS,20,047,"Edwards County, Kansas",335,161,174
36,KS,20,049,"Elk County, Kansas",483,241,242
37,KS,20,051,"Ellis County, Kansas",4353,2259,2094
38,KS,20,053,"Ellsworth County, Kansas",484,171,313
39,KS,20,055,"Finney County, Kansas",6222,2572,3650
40,KS,20,057,"Ford County, Kansas",6183,3303,2880
41,KS,20,059,"Franklin County, Kansas",3264,1515,1749
42,KS,20,061,"Geary County, Kansas",4463,1978,2485
43,KS,20,063,"Gove County, Kansas",219,119,100
44,KS,20,065,"Graham County, Kansas",287,85,202
45,KS,20,067,"Grant County, Kansas",795,368,427
46,KS,20,069,"Gray County, Kansas",597,252,345
47,KS,20,071,"Greeley County, Kansas",97,38,59
48,KS,20,073,"Greenwood County, Kansas",945,408,537
49,KS,20,075,"Hamilton County, Kansas",371,137,234
50,KS,20,077,"Harper County, Kansas",933,443,490
51,KS,20,079,"Harvey County, Kansas",4415,1785,2630
52,KS,20,081,"Haskell County, Kansas",562,269,293
53,KS,20,083,"Hodgeman County, Kansas",88,44,44
54,KS,20,085,"Jackson County, Kansas",1197,414,783
55,KS,20,087,"Jefferson County, Kansas",1394,592,802
56,KS,20,089,"Jewell County, Kansas",466,200,266
57,KS,20,091,"Johnson County, Kansas",34556,14939,19617
58,KS,20,093,"Kearny County, Kansas",412,196,216
59,KS,20,095,"Kingman County, Kansas",811,289,522
60,KS,20,097,"Kiowa County, Kansas",364,177,187
61,KS,20,099,"Labette County, Kansas",3651,1642,2009
62,KS,20,101,"Lane County, Kansas",149,45,104
63,KS,20,103,"Leavenworth County, Kansas",8223,3686,4537
64,KS,20,105,"Lincoln County, Kansas",333,139,194
65,KS,20,107,"Linn County, Kansas",1246,607,639
66,KS,20,109,"Logan County, Kansas",232,98,134
67,KS,20,111,"Lyon County, Kansas",6919,3172,3747
68,KS,20,113,"McPherson County, Kansas",1993,704,1289
69,KS,20,115,"Marion County, Kansas",1306,620,686
70,KS,20,117,"Marshall County, Kansas",1087,407,680
71,KS,20,119,"Meade County, Kansas",481,174,307
72,KS,20,121,"Miami County, Kansas",2949,1213,1736
73,KS,20,123,"Mitchell County, Kansas",626,227,399
